"id","passport_country_names"
"278680","Spain"
"167229","Kazakhstan"
"167229","Germany"
"81303","Germany"
"255469","Netherlands"
"255469","Curaçao"
"218002","Sweden"
"408406","Syria"
"408406","Netherlands"
"49894","Belgium"
"2231","Netherlands"
"408570","Netherlands"
"-108961","Netherlands"
"329804","England"
"151694","Netherlands"
"151694","Ghana"
"508205","Netherlands"
"-91086","Netherlands"
"413399","Curaçao"
"413399","Netherlands"
"488972","Netherlands"
"265361","England"
"367531","Australia"
"263521","Netherlands"
"136119","Netherlands"
"136119","Morocco"
"217662","Netherlands"
"217662","Suriname"
"254770","Netherlands"
"450513","Netherlands"
"469736","Haiti"
"469736","Netherlands"
"24635","Netherlands"
"319385","Belgium"
"331827","Netherlands"
"331827","Morocco"
"138459","Netherlands"
"157687","Estonia"
"469735","Netherlands"
"-90859","Netherlands"
"161299","Netherlands"
"91306","Netherlands"
"91306","Suriname"
"408569","Netherlands"
"319923","Sweden"
"483495","Netherlands"
"-109482","Netherlands"
"-104395","Netherlands"
"102887","Netherlands"
"321048","Netherlands"
"-110584","Netherlands"
"8014","Netherlands"
"102905","Netherlands"
"379793","Netherlands"
"49656","Netherlands"
"340513","Japan"
"102830","Netherlands"
"102830","Curaçao"
"39900","Sweden"
"-72826","Netherlands"
"192772","Netherlands"
"461786","Brazil"
"461786","Netherlands"
"2145","Netherlands"
"264397","Netherlands"
"322328","Netherlands"
"102530","Germany"
"218009","Netherlands"
"330044","Netherlands"
"423564","Netherlands"
"161288","Netherlands"
"161288","Morocco"
"216585","Netherlands"
"216585","Finland"
"376489","Netherlands"
"376489","Nigeria"
"185178","Netherlands"
"291585","Denmark"
"291585","Morocco"
"215382","New Zealand"
"215382","England"
"64680","Netherlands"
"64680","Curaçao"
"322329","Netherlands"
"322329","Ghana"
"394807","Netherlands"
"131663","Australia"
"131663","England"
"387005","Belgium"
"377539","Czech Republic"
"398754","Brazil"
"75061","Australia"
"75061","Turkey"
"301076","Netherlands"
"275116","Netherlands"
"81320","Germany"
"407736","Netherlands"
"149059","Netherlands"
"16344","Germany"
"315849","Mexico"
"408534","Netherlands"
"284215","Uruguay"
"61206","Netherlands"
"78529","Netherlands"
"319305","Netherlands"
"319305","Suriname"
"215544","Netherlands"
"314031","Spain"
"399771","Netherlands"
"65056","Switzerland"
"65056","Netherlands"
"327531","Mexico"
"335401","Netherlands"
"335401","Aruba"
"200302","Germany"
"138796","Netherlands"
"207175","Denmark"
"157946","France"
"157946","Cameroon"
"185429","Sweden"
"332688","Belgium"
"332688","Nigeria"
"19677","Netherlands"
"477598","Belgium"
"477598","Morocco"
"252081","Germany"
"260550","Germany"
"260550","Gambia"
"88182","Netherlands"
"83456","Bosnia and Herzegovina"
"83456","Denmark"
"394561","Netherlands"
"2177","Netherlands"
"2177","Suriname"
"399764","Netherlands"
"17327","Netherlands"
"228067","Netherlands"
"268062","France"
"302164","Netherlands"
"302164","Suriname"
"85019","Denmark"
"161307","Netherlands"
"283839","Sweden"
"328107","Netherlands"
"328107","Suriname"
"452177","Netherlands"
"2274","Netherlands"
"49689","Netherlands"
"324724","Saudi Arabia"
"324724","England"
"195206","Netherlands"
"195206","Morocco"
"475895","Nigeria"
"303254","Netherlands"
"115229","Denmark"
"434326","Netherlands"
"434326","Suriname"
"441012","England"
"168503","Netherlands"
"407733","Netherlands"
"59077","Netherlands"
"452921","Netherlands"
"2401","Netherlands"
"24652","Netherlands"
"407738","Netherlands"
"360231","Algeria"
"213587","Slovakia"
"52888","Netherlands"
"57758","South Africa"
"157078","Netherlands"
"157078","Indonesia"
"214901","Russia"
"-110921","Netherlands"
"-92920","Netherlands"
"-92920","Suriname"
"-51428","Netherlands"
"508432","Netherlands"
"496929","Netherlands"
"-92919","Netherlands"
"-95658","Netherlands"
"120033","Netherlands"
"411152","Netherlands"
"411152","Turkey"
"452124","Netherlands"
"-80824","Netherlands"
"260504","Germany"
"274650","Netherlands"
"121926","Netherlands"
"218119","Netherlands"
"2168","Germany"
"2168","Netherlands"
"66351","Netherlands"
"195718","Netherlands"
"195718","Ghana"
"137283","Bosnia and Herzegovina"
"137283","Belgium"
"19679","Netherlands"
"19679","Suriname"
"255147","Netherlands"
"176419","Germany"
"69183","Netherlands"
"-98938","Netherlands"
"-71735","Belgium"
"166841","Senegal"
"166841","France"
"423939","Poland"
"-94066","Netherlands"
"393834","New Zealand"
"393834","Netherlands"
"471837","Netherlands"
"388553","New Zealand"
"388553","Republic of Ireland"
"175358","Netherlands"
"325822","Netherlands"
"49571","Netherlands"
"419949","Germany"
"419949","Turkey"
"414891","Iceland"
"138269","Belgium"
"404513","Netherlands"
"404513","Morocco"
"147659","Germany"
"213892","Netherlands"
"258964","Germany"
"314252","Netherlands"
"314252","Suriname"
"139433","Netherlands"
"206705","Spain"
"260313","England"
"260313","Republic of Ireland"
"92019","Brazil"
"86673","Portugal"
"262882","Nigeria"
"56475","Portugal"
"66164","Portugal"
"255877","Portugal"
"395246","Portugal"
"89934","Portugal"
"207106","Portugal"
"3037","Portugal"
"412590","Korea Republic"
"206229","France"
"206229","Portugal"
"21042","Portugal"
"2036","Portugal"
"89684","Portugal"
"309996","Portugal"
"329777","Brazil"
"17018","Brazil"
"17018","Portugal"
"492105","Portugal"
"398644","Cape Verde Islands"
"306357","Portugal"
"45698","Cameroon"
"45698","Georgia"
"143175","Portugal"
"481342","Portugal"
"411768","Portugal"
"491546","Portugal"
"152875","Portugal"
"265110","Portugal"
"198819","Portugal"
"456003","Brazil"
"456003","Portugal"
"92260","Portugal"
"227294","Portugal"
"227294","England"
"56870","Portugal"
"404963","Brazil"
"265118","Portugal"
"270929","Angola"
"201598","Ghana"
"137689","Portugal"
"257146","Guinea-Bissau"
"257146","Portugal"
"90360","Portugal"
"90360","Cape Verde Islands"
"194195","Portugal"
"183453","Guinea-Bissau"
"183453","Portugal"
"307837","Senegal"
"384659","Colombia"
"491538","Brazil"
"425070","Guinea"
"495394","Ghana"
"425071","Guinea"
"230174","Brazil"
"170872","Brazil"
"298174","Brazil"
"298174","Italy"
"-27940","Italy"
"-27940","Ghana"
"134607","Portugal"
"308751","Senegal"
"452451","Guinea-Bissau"
"452451","Portugal"
"319399","Belgium"
"319399","Italy"
"403041","Portugal"
"166013","Cape Verde Islands"
"215557","Netherlands"
"47189","Serbia"
"112379","Venezuela"
"112379","Brazil"
"205254","Portugal"
"331368","Brazil"
"176509","Brazil"
"129973","Brazil"
"272891","Portugal"
"280640","Brazil"
"223977","Portugal"
"32767","Brazil"
"209567","Portugal"
"280245","Angola"
"280245","Switzerland"
"395675","Brazil"
"186439","Brazil"
"198987","Portugal"
"198987","Cape Verde Islands"
"363437","Congo DR"
"460334","Portugal"
"5885","Morocco"
"434358","Brazil"
"420346","Portugal"
"287599","Australia"
"420344","Portugal"
"318327","Portugal"
"279078","Slovakia"
"314063","Portugal"
"454710","Lithuania"
"257329","Brazil"
"398956","Chile"
"505967","Portugal"
"420349","Portugal"
"459983","Portugal"
"418609","USA"
"318330","Portugal"
"440101","Guinea-Bissau"
"440101","Portugal"
"318336","Portugal"
"335237","Portugal"
"505982","Portugal"
"374851","Guinea-Bissau"
"374851","Portugal"
"451197","Portugal"
"473006","Portugal"
"394664","Portugal"
"452382","Portugal"
"452382","Cape Verde Islands"
"426114","Portugal"
"421580","Portugal"
"90314","Nigeria"
"491568","China PR"
"56622","Portugal"
"44874","Senegal"
"44874","Portugal"
"-91368","China PR"
"309248","Portugal"
"-89547","Portugal"
"447576","Brazil"
"73063","Brazil"
"59292","Guinea-Bissau"
"250566","Brazil"
"284302","Italy"
"284302","Seychelles"
"96724","Brazil"
"96724","Japan"
"16592","Portugal"
"161785","Portugal"
"421030","Portugal"
"421030","China PR"
"434275","Brazil"
"-89544","China PR"
"171415","Brazil"
"-57703","China PR"
"317328","Cape Verde Islands"
"16570","Portugal"
"494043","Portugal"
"431262","Guinea-Bissau"
"431262","Portugal"
"459956","South Africa"
"395355","China PR"
"309299","France"
"309299","Mali"
"16642","Brazil"
"16642","Portugal"
"56714","Portugal"
"208544","Portugal"
"208544","Angola"
"330647","Brazil"
"470550","Brazil"
"159053","Portugal"
"314069","Portugal"
"247022","Brazil"
"497901","Portugal"
"376277","Portugal"
"434539","Brazil"
"74337","Brazil"
"442641","Brazil"
"442641","Italy"
"164550","Panama"
"262212","Spain"
"262212","Equatorial Guinea"
"68827","Portugal"
"288092","Brazil"
"490340","Portugal"
"392210","Portugal"
"378689","Brazil"
"207251","Portugal"
"70389","Portugal"
"380767","Cape Verde Islands"
"380767","Portugal"
"291876","Senegal"
"331438","Cape Verde Islands"
"391007","Brazil"
"-103643","Brazil"
"330112","Brazil"
"190668","Portugal"
"66151","Portugal"
"97659","Brazil"
"414066","Germany"
"414066","Azerbaijan"
"234380","Brazil"
"436590","Portugal"
"-70150","Brazil"
"404900","Brazil"
"255702","Portugal"
"309885","Portugal"
"166011","Portugal"
"415613","Brazil"
"205234","Portugal"
"263848","Portugal"
"308196","Portugal"
"196089","Portugal"
"169354","Portugal"
"237111","Portugal"
"434154","Brazil"
"161804","Montenegro"
"79144","Portugal"
"79144","Cape Verde Islands"
"56704","Brazil"
"176764","Brazil"
"-25930","Portugal"
"461360","Portugal"
"351777","Portugal"
"-34055","Portugal"
"461364","Brazil"
"461364","Saudi Arabia"
"315725","Croatia"
"315725","Serbia"
"56771","Portugal"
"56771","Angola"
"265131","Cape Verde Islands"
"370285","Portugal"
"112245","Portugal"
"18868","Canada"
"18868","Portugal"
"421180","Portugal"
"421180","Cape Verde Islands"
"288407","Serbia"
"266331","Portugal"
"334280","Sweden"
"435567","Brazil"
"-89134","Portugal"
"-49420","France"
"-49420","Portugal"
"387739","Guinea"
"21097","Portugal"
"434388","Brazil"
"440068","Brazil"
"56887","Côte d'Ivoire"
"56887","Burkina Faso"
"309674","Portugal"
"329654","Brazil"
"468146","Brazil"
"371107","Portugal"
"212932","France"
"212932","Morocco"
"366493","Portugal"
"134629","Angola"
"134629","Portugal"
"351581","Brazil"
"438764","Ghana"
"71342","Portugal"
"296791","Portugal"
"296791","Angola"
"380827","Portugal"
"178809","Brazil"
"198846","Portugal"
"-70869","Brazil"
"397271","Brazil"
"327922","Portugal"
"318334","Portugal"
"273577","Brazil"
"89937","Portugal"
"208343","Portugal"
"157583","Portugal"
"226751","Portugal"
"199319","Portugal"
"266178","Portugal"
"266178","Cape Verde Islands"
"461202","Portugal"
"206997","Portugal"
"302921","São Tomé e Príncipe"
"302921","Portugal"
"257315","Portugal"
"208010","Portugal"
"390657","Guinea-Bissau"
"390657","Portugal"
"371253","Brazil"
"376273","Portugal"
"125807","Brazil"
"442090","Portugal"
"277587","Portugal"
"66043","Portugal"
"-42067","Nigeria"
"304207","Portugal"
"286506","Brazil"
"229504","Brazil"
"20647","Portugal"
"429722","Ghana"
"377263","Portugal"
"339309","Ghana"
"207684","Portugal"
"467450","France"
"174799","Brazil"
"283193","Brazil"
"76070","Brazil"
"356229","Nigeria"
"165874","Brazil"
"373755","Portugal"
"373755","Angola"
"112938","Brazil"
"9196","Brazil"
"9196","Portugal"
"140284","Portugal"
"199134","Portugal"
"397791","Nigeria"
"330729","Brazil"
"111510","Portugal"
"494883","Portugal"
"494884","Portugal"
"412233","Portugal"
"130280","Portugal"
"-67093","Portugal"
"308438","Portugal"
"308438","Cape Verde Islands"
"309263","Portugal"
"257636","Portugal"
"155789","Portugal"
"89747","Portugal"
"134775","Portugal"
"352761","Brazil"
"-72053","Brazil"
"161773","Portugal"
"400231","Brazil"
"412234","Portugal"
"257117","Portugal"
"257642","Portugal"
"284776","Portugal"
"284776","Angola"
"166010","Portugal"
"89791","Portugal"
"56868","Portugal"
"144325","Portugal"
"86682","France"
"86682","Portugal"
"263605","Portugal"
"460573","Portugal"
"460577","Portugal"
"391329","Belgium"
"391329","Central African Republic"
"289439","Mexico"
"459970","Côte d'Ivoire"
"459970","France"
"62141","Spain"
"421583","Portugal"
"372947","Portugal"
"374849","Portugal"
"421584","Portugal"
"460432","Portugal"
"460432","Angola"
"270478","Portugal"
"433195","Brazil"
"290255","Portugal"
"452422","Senegal"
"506359","Portugal"
"418611","Portugal"
"334526","Portugal"
"372949","Portugal"
"377255","Portugal"
"377255","Switzerland"
"362691","Brazil"
"377309","Portugal"
"290176","Portugal"
"460583","Guinea-Bissau"
"460583","Portugal"
"419698","Portugal"
"495034","Brazil"
"377319","Guinea-Bissau"
"377319","Portugal"
"378055","Argentina"
"378055","Spain"
"460180","Portugal"
"460180","Moldova"
"314282","Portugal"
"446473","Cameroon"
"446473","France"
"290256","Portugal"
"472497","Brazil"
"273458","Portugal"
"452421","Portugal"
"420345","Portugal"
"448433","Brazil"
"500177","Portugal"
"456078","Portugal"
"377271","Portugal"
"437390","Brazil"
"413520","South Africa"
"495293","Brazil"
"429063","Switzerland"
"429063","Portugal"
"452419","Portugal"
"517849","Brazil"
"329233","Portugal"
"390685","Portugal"
"-49445","Portugal"
"290187","Portugal"
"373875","France"
"-91367","Cape Verde Islands"
"56839","Portugal"
"204238","Portugal"
"433861","Portugal"
"-106648","Portugal"
"288698","Guinea-Bissau"
"112919","Portugal"
"112919","Cape Verde Islands"
"506097","Brazil"
"228092","Brazil"
"491605","Brazil"
"491605","Portugal"
"394836","Portugal"
"-50132","Brazil"
"169404","Portugal"
"277816","Cape Verde Islands"
"377317","Portugal"
"31441","Algeria"
"375523","Nigeria"
"255856","Portugal"
"204846","Portugal"
"-50128","Brazil"
"56655","Portugal"
"393051","Portugal"
"257957","Cape Verde Islands"
"289352","Brazil"
"16929","Portugal"
"205711","Portugal"
"255808","Switzerland"
"255808","Portugal"
"489538","Portugal"
"351563","Portugal"
"56911","Portugal"
"491722","Brazil"
"416599","Morocco"
"303919","Portugal"
"257104","Portugal"
"198972","Angola"
"198972","Portugal"
"283021","Portugal"
"472965","Portugal"
"513200","Algeria"
"339727","Portugal"
"17008","Portugal"
"410688","Portugal"
"74081","Colombia"
"17020","Portugal"
"270097","Portugal"
"64541","Portugal"
"113439","Brazil"
"401390","Brazil"
"326660","Brazil"
"336601","Cape Verde Islands"
"68393","Portugal"
"433843","Brazil"
"166315","Guinea-Bissau"
"32758","Brazil"
"56735","Portugal"
"176612","Côte d'Ivoire"
"205726","Portugal"
"397774","Brazil"
"-89543","USA"
"-89543","Nigeria"
"474484","Côte d'Ivoire"
"56936","Portugal"
"363377","Senegal"
"172916","Cameroon"
"288901","Brazil"
"192031","Serbia"
"205715","Portugal"
"261028","Guinea"
"95831","Portugal"
"314070","Angola"
"314070","Portugal"
"206451","Portugal"
"16970","Portugal"
"147225","Portugal"
"460325","Portugal"
"317301","Netherlands"
"317301","Serbia"
"471390","Brazil"
"419866","Ghana"
"456425","Portugal"
"499356","Portugal"
"490541","Portugal"
"491335","Portugal"
"495498","Portugal"
"460205","Guinea-Bissau"
"460205","Portugal"
"377269","Portugal"
"377269","Mozambique"
"114985","Brazil"
"452413","Portugal"
"485837","Burkina Faso"
"412321","Portugal"
"371215","South Africa"
"386557","Hungary"
"327006","Libya"
"452412","Guinea-Bissau"
"452412","Portugal"
"469639","Portugal"
"208624","Greece"
"-104821","Greece"
"379049","Greece"
"504808","Greece"
"-85869","Greece"
"504805","Greece"
"334850","Greece"
"217229","Greece"
"166056","Portugal"
"259332","Greece"
"204850","Greece"
"428253","Greece"
"134713","Spain"
"262036","Greece"
"70196","Greece"
"424104","USA"
"424104","Bosnia and Herzegovina"
"428255","Greece"
"194194","Portugal"
"95744","Serbia"
"675","Ukraine"
"154138","Greece"
"223054","Greece"
"116576","Croatia"
"32444","Brazil"
"31038","Sweden"
"95420","Greece"
"39209","Serbia"
"154644","Greece"
"272919","Greece"
"202925","Germany"
"202925","Ghana"
"441457","Greece"
"429101","Greece"
"508517","Greece"
"280692","Germany"
"280692","Greece"
"305721","Argentina"
"-95424","Albania"
"-95424","Greece"
"372359","Greece"
"17760","Argentina"
"418878","Greece"
"18796","Greece"
"148836","Greece"
"276043","Argentina"
"62835","Spain"
"70168","Greece"
"160014","Argentina"
"160014","Italy"
"136836","Brazil"
"269799","Albania"
"269799","Greece"
"304703","Germany"
"304703","Lebanon"
"197076","Brazil"
"197076","Italy"
"-95373","Australia"
"-95373","Greece"
"67714","Greece"
"308534","Greece"
"207813","Greece"
"99238","Greece"
"304388","Greece"
"154136","Greece"
"162024","Greece"
"233602","Greece"
"29865","Sweden"
"125945","Greece"
"141498","Argentina"
"141498","Portugal"
"146815","Spain"
"17112","Portugal"
"131284","Spain"
"53293","Tunisia"
"83963","Hungary"
"156184","Greece"
"148835","Greece"
"103765","Greece"
"46517","France"
"149922","Spain"
"58298","Switzerland"
"58298","Albania"
"62894","Spain"
"428326","Greece"
"467055","Greece"
"499167","Greece"
"274817","Greece"
"517493","Greece"
"471694","Greece"
"220422","Argentina"
"-70644","Greece"
"289974","Argentina"
"425078","Guinea"
"262035","Greece"
"18803","Greece"
"50174","Argentina"
"50174","Italy"
"176308","Argentina"
"159041","Greece"
"154135","Greece"
"18975","Argentina"
"18975","Italy"
"134704","Spain"
"499168","Greece"
"467423","Greece"
"352645","Spain"
"206638","Spain"
"154022","Greece"
"70405","Greece"
"308326","Greece"
"468040","Greece"
"92296","Argentina"
"240297","Greece"
"220155","Greece"
"-100780","Greece"
"482254","Greece"
"-112827","Greece"
"524277","Greece"
"505318","Greece"
"524276","Greece"
"407721","Greece"
"285434","Greece"
"67649","Greece"
"379077","Greece"
"84439","Hungary"
"-71019","Greece"
"219966","Germany"
"219966","Greece"
"25437","Greece"
"-73709","Greece"
"134646","Greece"
"192195","France"
"192195","Congo DR"
"276279","Austria"
"276279","Bosnia and Herzegovina"
"115391","Denmark"
"115391","Bosnia and Herzegovina"
"50012","Argentina"
"85438","Hungary"
"143807","Austria"
"298567","Poland"
"120010","Brazil"
"19013","Greece"
"509340","Greece"
"275044","Greece"
"180886","Bolivia"
"341401","Italy"
"341401","Morocco"
"477058","Serbia"
"79445","Greece"
"219981","Greece"
"70229","Greece"
"218188","Greece"
"90949","Greece"
"393176","Greece"
"47357","Serbia"
"322043","Ghana"
"19280","Greece"
"13858","Argentina"
"60876","Spain"
"17846","Brazil"
"17846","Italy"
"19153","Albania"
"19153","Greece"
"70185","Greece"
"78245","Argentina"
"78245","Italy"
"62899","Spain"
"203549","Greece"
"16772","Germany"
"74128","Nigeria"
"72518","Greece"
"515170","Greece"
"284377","Albania"
"29765","Greece"
"-95440","Greece"
"148811","Greece"
"19006","Brazil"
"132071","Bosnia and Herzegovina"
"132071","Serbia"
"329367","Albania"
"329367","Kosovo"
"19243","Greece"
"226722","Greece"
"201290","Serbia"
"131423","Spain"
"266578","Croatia"
"252059","Bulgaria"
"209853","Slovenia"
"143162","Croatia"
"134024","Greece"
"275016","Greece"
"155107","Greece"
"155002","Greece"
"155002","Albania"
"145022","Serbia"
"233204","Serbia"
"122978","Bosnia and Herzegovina"
"258557","Belarus"
"9636","Iceland"
"84094","FYR Macedonia"
"459527","Albania"
"466659","Montenegro"
"390469","Greece"
"508529","Greece"
"-95457","Greece"
"48589","Côte d'Ivoire"
"415907","Greece"
"-95459","Greece"
"154908","Romania"
"129820","Serbia"
"182977","France"
"182977","Cameroon"
"78576","Portugal"
"78576","São Tomé e Príncipe"
"70497","Nigeria"
"70497","Greece"
"144958","Serbia"
"281746","France"
"281746","Benin"
"289372","Greece"
"148985","Greece"
"508528","Greece"
"18936","Greece"
"83031","Georgia"
"92295","Serbia"
"362707","Greece"
"74069","Côte d'Ivoire"
"40759","Serbia"
"69311","Greece"
"162514","Guadeloupe"
"162514","France"
"246045","Burkina Faso"
"246045","Côte d'Ivoire"
"19171","Greece"
"515434","Greece"
"224292","Greece"
"-82603","Greece"
"515432","Greece"
"388359","Greece"
"200856","Ghana"
"200856","Germany"
"122312","Greece"
"70894","Greece"
"259807","Greece"
"19018","Greece"
"122345","Greece"
"336338","Greece"
"59097","Greece"
"202793","Tunisia"
"202793","France"
"14149","Argentina"
"19056","Greece"
"306272","Portugal"
"183610","Norway"
"176960","Greece"
"280998","Sweden"
"177370","Greece"
"222647","England"
"222647","Pakistan"
"213003","Greece"
"219580","Greece"
"70540","Greece"
"70540","Albania"
"134402","Greece"
"19306","Côte d'Ivoire"
"-110815","Greece"
"372327","Greece"
"317606","Greece"
"156210","Greece"
"509458","Greece"
"379055","Greece"
"334524","Greece"
"372347","Greece"
